,carat,cut,color,clarity,depth,table,price,x,y,z
15443,0.7,Premium,J,VVS1,60.9,58.0,1844,5.74,5.79,3.51
15444,1.2,Premium,J,SI1,60.6,59.0,4838,6.88,6.84,4.16
15445,0.9,Premium,G,SI2,62.4,55.0,3478,6.17,6.13,3.84
15446,0.74,Premium,H,VS2,62.1,56.0,2532,5.83,5.79,3.61
15447,0.44,Ideal,D,VS2,60.4,56.0,1155,4.95,4.91,2.98
15448,0.28,Very Good,E,VVS2,59.8,57.0,642,4.28,4.32,2.57
15449,2.14,Very Good,F,SI2,58.2,61.0,17582,8.45,8.5,4.93
15450,0.33,Ideal,H,VVS1,61.4,53.0,687,4.5,4.55,2.78
15451,1.02,Premium,G,SI2,62.5,58.0,4552,6.43,6.4,4.01
15452,1.05,Premium,F,SI2,60.4,57.0,4354,6.61,6.54,3.97
15453,0.9,Premium,D,SI2,61.0,61.0,3312,6.17,6.15,3.76
15454,0.34,Ideal,G,SI1,61.9,55.0,540,4.5,4.52,2.79
15455,0.41,Very Good,F,VVS2,62.9,54.0,1115,4.7,4.74,2.97
15456,0.43,Good,D,SI1,63.8,55.0,774,4.79,4.8,3.06
15457,0.71,Good,I,VVS2,63.6,57.0,2428,5.66,5.69,3.61
15458,0.31,Very Good,H,VVS1,63.0,58.0,707,4.33,4.37,2.74
15459,0.71,Ideal,D,SI1,63.0,55.0,2694,5.64,5.57,3.53
15460,1.01,Ideal,F,SI2,60.4,59.0,5020,6.48,6.51,3.92
15461,0.51,Premium,E,VS2,62.5,60.0,1709,5.1,5.08,3.18
15462,1.25,Premium,I,SI2,61.0,60.0,5040,6.98,6.93,4.24
15463,0.23,Very Good,H,VVS2,59.2,61.0,389,4.0,4.04,2.38
15464,0.31,Ideal,H,VVS1,61.9,55.0,687,4.38,4.41,2.72
15465,2.12,Ideal,J,SI1,62.1,56.0,14503,8.17,8.25,5.1
15466,0.5,Good,F,VS2,61.3,61.0,1447,5.05,5.1,3.11
15467,0.31,Good,D,SI2,63.6,54.0,593,4.34,4.31,2.75
15468,0.34,Ideal,E,VVS1,62.2,56.0,1014,4.45,4.49,2.78
15469,0.75,Premium,D,SI2,61.3,59.0,1858,5.88,5.83,3.59
15470,0.9,Good,D,SI1,63.8,58.0,4120,6.13,6.09,3.9
15471,0.91,Ideal,F,VS2,62.8,57.0,5214,6.18,6.2,3.89
15472,0.9,Very Good,H,VS2,61.6,63.0,3810,6.14,6.1,3.77
15473,0.5,Ideal,H,VS2,60.3,55.0,1306,5.16,5.21,3.13
15474,0.36,Ideal,H,VVS1,62.3,56.0,821,4.54,4.57,2.84
15475,1.01,Ideal,H,SI1,62.6,55.0,5126,6.41,6.44,4.02
15476,0.32,Ideal,E,IF,61.9,56.0,1170,4.42,4.4,2.73
15477,0.54,Ideal,H,SI1,61.0,56.0,1154,5.24,5.28,3.21
15478,0.91,Premium,D,SI1,60.2,60.0,4429,6.25,6.3,3.78
15479,0.83,Ideal,E,SI2,61.0,57.0,3143,6.06,6.13,3.72
15480,0.3,Very Good,F,SI1,63.5,59.0,641,4.22,4.19,2.67
15481,0.32,Ideal,F,VVS1,61.6,55.0,854,4.4,4.43,2.72
15482,2.01,Very Good,I,VS2,62.4,58.0,17570,8.06,7.99,5.01
15483,0.51,Ideal,G,VVS2,62.1,58.0,1844,5.09,5.12,3.17
15484,0.26,Very Good,F,SI1,61.4,56.0,401,4.13,4.16,2.54
15485,0.62,Good,E,SI2,59.4,65.0,1333,5.54,5.48,3.27
15486,0.59,Very Good,E,VVS2,61.7,59.0,2494,5.37,5.36,3.31
15487,0.34,Very Good,D,SI1,60.2,60.0,626,4.5,4.54,2.72
15488,1.25,Ideal,G,SI1,60.7,56.0,8226,6.98,7.05,4.26
15489,0.91,Very Good,G,VVS2,63.4,58.0,4849,6.1,6.14,3.88
15490,1.03,Fair,J,SI2,64.6,62.0,3149,6.3,6.21,4.06
15491,0.32,Ideal,E,VVS1,61.6,56.0,827,4.37,4.43,2.71
15492,0.53,Ideal,D,SI1,62.0,57.0,1566,5.19,5.23,3.23
15493,0.53,Premium,G,VS2,62.6,58.0,1607,5.18,5.11,3.22
15494,0.51,Ideal,E,SI1,61.7,56.0,1732,5.13,5.17,3.18
15495,1.01,Very Good,F,SI2,61.0,60.0,4121,6.44,6.48,3.94
15496,1.2,Ideal,I,SI1,62.2,57.0,4368,6.8,6.77,4.22
15497,0.35,Ideal,H,VVS1,60.9,57.0,773,4.55,4.58,2.78
15498,1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
15499,1.01,Very Good,G,SI1,63.0,57.0,4890,6.28,6.35,3.98
15500,2.04,Premium,G,SI2,61.8,56.0,16426,8.13,8.05,5.0
15501,1.15,Ideal,I,SI1,61.8,55.0,6300,6.73,6.76,4.17
15502,0.4,Very Good,G,VS2,62.9,56.0,807,4.69,4.72,2.96
15503,0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23
15504,1.01,Good,G,VS2,60.2,65.0,5050,6.55,6.48,3.92
15505,0.3,Very Good,G,VVS2,59.7,63.0,638,4.34,4.37,2.6
15506,1.11,Ideal,H,VS2,64.0,58.0,5632,6.52,6.46,4.16
15507,0.32,Ideal,F,VVS1,61.5,56.0,867,4.41,4.43,2.72
15508,0.61,Ideal,G,VS1,60.9,57.0,2167,5.46,5.5,3.34
15509,1.01,Very Good,I,VS2,62.9,56.0,5067,6.38,6.43,4.03
15510,2.14,Very Good,I,VS2,62.8,59.0,15931,8.16,8.21,5.14
15511,1.01,Very Good,F,VS2,63.6,59.0,6714,6.3,6.34,4.02
15512,0.31,Ideal,G,VVS1,59.5,56.0,816,4.41,4.43,2.63
15513,0.8,Ideal,F,VS1,62.8,56.0,4070,5.91,5.96,3.73
15514,1.21,Very Good,I,VS1,61.2,58.0,5866,6.85,6.91,4.21
15515,0.33,Very Good,G,SI2,60.0,56.0,460,4.52,4.55,2.73
15516,1.09,Ideal,J,SI1,60.7,58.0,4611,6.64,6.68,4.04
15517,0.8,Very Good,H,VVS1,61.9,56.0,3737,5.93,5.96,3.69
15518,0.75,Very Good,D,SI1,63.2,56.0,2760,5.8,5.75,3.65
15519,0.4,Ideal,H,VVS1,62.2,55.0,1088,4.75,4.7,2.94
15520,0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23
15521,0.32,Ideal,G,VVS1,61.8,55.0,814,4.4,4.43,2.73
15522,0.41,Good,G,VS1,63.3,62.0,847,4.67,4.71,2.97
15523,0.93,Ideal,E,SI2,62.1,55.0,3990,6.27,6.29,3.9
15524,1.56,Ideal,H,VS2,61.6,57.0,11922,7.51,7.45,4.61
15525,1.01,Very Good,I,SI2,63.1,54.0,3818,6.39,6.35,4.02
15526,0.95,Ideal,H,SI1,61.9,56.0,4958,6.31,6.35,3.92
15527,0.26,Ideal,D,VS1,62.0,55.0,580,4.12,4.1,2.55
15528,0.51,Ideal,E,SI1,62.9,57.0,1624,5.1,5.09,3.2
15529,1.06,Ideal,G,VVS2,61.0,57.0,7900,6.55,6.57,4.0
15530,0.9,Premium,H,SI1,62.8,62.0,3387,6.09,6.05,3.81
15531,1.27,Ideal,D,SI1,62.1,55.0,8256,6.92,6.96,4.31
15532,1.51,Ideal,G,VVS2,62.1,58.0,15529,7.34,7.31,4.54
15533,1.05,Very Good,I,VS2,63.2,59.0,4986,6.47,6.44,4.08
15534,0.7,Good,H,VVS2,60.5,62.0,2611,5.66,5.74,3.45
15535,0.75,Ideal,D,SI2,61.5,55.0,2618,5.85,5.89,3.61
15536,0.38,Ideal,F,VVS1,61.0,57.0,1096,4.67,4.71,2.86
15537,0.71,Ideal,D,SI1,60.8,56.0,2863,5.8,5.77,3.52
15538,0.72,Very Good,J,SI2,60.1,58.0,1788,5.79,5.82,3.49
15539,0.7,Ideal,I,VVS2,61.8,56.0,2530,5.69,5.75,3.54
15540,0.71,Premium,E,VS2,62.4,60.0,2613,5.68,5.66,3.54
15541,0.41,Ideal,D,VS1,62.1,56.0,1230,4.8,4.77,2.97
15542,1.5,Fair,E,SI1,58.2,66.0,11128,7.45,7.4,4.32
15543,1.01,Premium,F,VVS2,62.0,58.0,8532,6.36,6.45,3.97
15544,1.19,Ideal,H,I1,61.5,57.0,3665,6.79,6.83,4.19
15545,0.8,Very Good,H,SI2,62.7,56.0,2481,5.83,5.91,3.68
15546,0.37,Premium,D,SI1,62.7,58.0,874,4.58,4.55,2.86
15547,0.43,Ideal,D,VS1,61.6,56.0,1207,4.85,4.86,2.99
15548,0.31,Ideal,D,VS1,62.0,57.0,863,4.35,4.33,2.69
15549,0.31,Very Good,F,SI1,62.9,57.0,516,4.31,4.34,2.72
15550,1.0,Premium,F,SI1,62.1,59.0,5060,6.36,6.39,3.96
15551,1.01,Ideal,F,VS1,62.5,54.0,7602,6.46,6.43,4.03
15552,0.4,Ideal,D,VS2,61.6,55.0,1226,4.75,4.79,2.94
15553,0.46,Premium,E,VS2,60.2,60.0,1208,5.01,4.96,3.0
15554,0.33,Ideal,H,VVS2,62.2,56.0,854,4.46,4.44,2.77
15555,0.73,Ideal,G,SI1,61.2,57.0,3089,5.79,5.86,3.56
15556,0.96,Premium,I,VS2,60.6,60.0,3876,6.4,6.47,3.9
15557,0.36,Ideal,I,SI1,61.7,55.0,505,4.58,4.62,2.84
15558,0.34,Ideal,G,VS2,61.7,56.0,596,4.48,4.53,2.78
15559,0.25,Premium,H,VVS1,59.8,59.0,450,4.07,4.09,2.44
15560,0.75,Premium,D,SI2,60.6,56.0,2415,5.94,5.9,3.59
15561,1.2,Very Good,F,SI1,61.9,58.0,6985,6.75,6.82,4.2
15562,0.44,Good,F,SI2,56.6,63.0,974,5.11,5.06,2.88
15563,1.01,Ideal,H,SI1,62.3,59.0,4876,6.36,6.41,3.98
15564,0.42,Ideal,H,VS1,61.4,56.0,1087,4.85,4.82,2.97
15565,0.43,Premium,G,IF,61.0,58.0,1433,4.82,4.88,2.96
15566,0.51,Ideal,G,VS1,61.5,54.9,1708,5.13,5.25,3.17
15567,0.3,Ideal,E,VVS1,62.2,57.0,862,4.28,4.31,2.67
15568,0.32,Ideal,F,VS2,62.4,56.0,645,4.35,4.37,2.72
15569,0.62,Ideal,G,IF,61.8,56.0,3310,5.45,5.48,3.38
15570,0.6,Ideal,G,IF,62.0,55.0,2570,5.39,5.44,3.36
15571,0.35,Premium,E,SI1,61.2,58.0,614,4.53,4.59,2.79
15572,2.25,Good,J,SI1,62.4,61.0,15287,8.29,8.35,5.19
15573,0.54,Ideal,F,VVS1,60.8,56.0,2356,5.28,5.34,3.23
15574,0.31,Ideal,F,IF,62.1,55.0,914,4.32,4.38,2.7
15575,1.23,Ideal,H,I1,61.8,56.0,4098,6.91,6.85,4.25
15576,0.35,Good,D,SI1,63.3,56.0,601,4.5,4.53,2.86
15577,0.79,Premium,G,VS2,62.3,58.0,2959,5.92,5.89,3.68
15578,1.51,Premium,J,SI1,60.6,57.0,7255,7.46,7.38,4.5
15579,0.82,Premium,E,SI2,61.7,59.0,2861,6.01,5.98,3.7
15580,0.51,Ideal,H,SI1,61.3,57.0,1161,5.1,5.14,3.14
15581,0.67,Good,I,VVS2,58.9,51.0,1882,5.74,5.78,3.4
15582,0.53,Good,I,SI1,61.3,62.0,1033,5.14,5.17,3.16
15583,0.73,Ideal,G,VS1,62.0,55.0,3342,5.74,5.79,3.58
15584,0.43,Premium,D,SI1,61.2,60.0,993,4.84,4.8,2.95
15585,0.27,Very Good,F,VS2,63.3,58.0,470,4.08,4.1,2.59
15586,1.43,Very Good,J,VS2,62.8,56.0,6579,7.13,7.19,4.5
15587,0.34,Very Good,H,VS2,61.9,60.0,537,4.42,4.46,2.75
15588,0.51,Ideal,D,VS2,61.9,56.0,1882,5.14,5.11,3.17
15589,1.0,Premium,F,SI1,62.6,60.0,5197,6.3,6.32,3.95
15590,0.52,Ideal,G,SI1,61.4,56.0,1675,5.18,5.21,3.19
15591,1.01,Premium,E,SI1,61.0,59.0,5749,6.47,6.44,3.94
15592,0.82,Ideal,E,SI1,61.8,55.0,3588,5.97,6.01,3.7
15593,0.9,Very Good,G,SI2,60.3,63.0,3478,6.33,6.25,3.79
15594,1.23,Ideal,F,VS1,62.5,54.0,9660,6.82,6.85,4.27
15595,0.32,Very Good,H,VS1,62.9,54.0,561,4.37,4.41,2.76
15596,0.46,Good,G,VS1,59.5,61.4,1179,4.95,5.0,2.96
15597,0.33,Ideal,F,VS2,62.3,55.0,666,4.42,4.47,2.77
15598,0.73,Ideal,G,SI1,60.6,57.0,3089,5.84,5.87,3.55
15599,1.01,Premium,I,SI2,62.6,55.0,3818,6.43,6.38,4.01
15600,0.4,Very Good,G,VS1,60.0,56.0,853,4.81,4.85,2.9
15601,1.23,Good,J,VS2,63.6,60.0,4727,6.77,6.73,4.29
15602,0.91,Very Good,I,VVS2,63.5,59.0,3618,6.1,6.06,3.86
15603,1.19,Ideal,H,VS2,62.1,59.0,6662,6.82,6.73,4.21
15604,0.9,Good,G,VS1,63.7,56.0,4540,6.07,6.15,3.89
15605,1.45,Premium,G,VS1,60.5,60.0,8740,7.27,7.16,4.37
15606,0.3,Very Good,G,VVS2,62.4,56.0,631,4.27,4.3,2.67
15607,1.62,Premium,H,SI2,63.0,58.0,6350,7.47,7.41,4.69
15608,0.31,Premium,E,VS2,61.3,60.0,680,4.32,4.39,2.67
15609,0.4,Good,F,I1,63.3,60.4,491,4.64,4.68,2.95
15610,1.0,Fair,I,SI2,66.8,56.0,2743,6.22,6.12,4.13
15611,0.52,Ideal,E,IF,61.1,57.0,3033,5.17,5.21,3.17
15612,0.53,Good,F,SI1,63.8,56.0,1268,5.13,5.16,3.28
15613,0.71,Premium,D,VVS1,59.7,59.0,4482,5.81,5.88,3.49
15614,0.3,Good,H,VVS2,63.6,56.0,776,4.29,4.26,2.72
15615,0.9,Ideal,G,VVS2,61.9,56.0,5335,6.15,6.22,3.83
15616,0.91,Very Good,D,SI1,62.3,60.0,4746,6.15,6.21,3.85
15617,0.3,Ideal,E,SI1,61.1,57.0,499,4.3,4.34,2.64
15618,0.28,Very Good,H,VVS2,62.4,54.0,450,4.2,4.23,2.63
15619,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0
15620,0.75,Ideal,E,SI2,62.1,57.0,2278,5.81,5.85,3.62
15621,1.0,Very Good,E,SI1,63.3,57.0,5051,6.3,6.36,4.01
15622,0.33,Ideal,E,VVS1,60.2,57.0,984,4.47,4.5,2.7
15623,0.32,Premium,G,VS2,62.1,60.0,561,4.34,4.39,2.71
15624,1.02,Very Good,E,VS2,59.2,58.0,6612,6.52,6.58,3.88
15625,1.04,Ideal,G,VS2,62.8,56.0,6542,6.48,6.42,4.05
15626,0.53,Ideal,D,SI2,61.4,56.0,1412,5.24,5.22,3.21
15627,1.03,Ideal,H,SI1,62.3,56.0,4520,6.45,6.48,4.03
15628,1.54,Ideal,H,VVS2,62.6,56.0,12061,7.35,7.42,4.62
15629,0.41,Ideal,G,VS2,62.5,54.0,1061,4.78,4.75,2.98
15630,0.71,Good,F,SI2,64.5,55.6,2282,5.58,5.61,3.6
15631,0.4,Premium,H,VS1,62.7,59.0,731,4.63,4.71,2.93
15632,0.41,Very Good,E,SI1,62.9,56.0,755,4.72,4.76,2.98
15633,0.43,Ideal,D,VS2,60.7,57.0,1129,4.91,4.88,2.97
15634,1.7,Good,G,VS1,63.9,58.0,14787,7.46,7.5,4.78
15635,0.72,Ideal,E,VVS1,61.6,56.0,4702,5.75,5.77,3.55
15636,0.43,Premium,G,VVS1,62.0,59.0,1264,4.82,4.8,2.98
15637,0.51,Ideal,E,VS2,60.9,56.0,1781,5.2,5.15,3.15
15638,0.91,Good,E,SI1,63.5,57.0,4512,6.11,6.14,3.89
15639,0.28,Ideal,H,VVS2,61.6,56.0,514,4.22,4.26,2.61
15640,1.08,Ideal,G,SI1,61.8,56.0,5352,6.58,6.55,4.06
15641,1.03,Ideal,E,SI1,62.2,57.0,5234,6.42,6.48,4.01
15642,0.23,Very Good,E,VVS2,60.2,57.0,465,3.99,4.05,2.42
15643,1.05,Very Good,G,SI2,62.5,60.0,4241,6.45,6.5,4.05
15644,2.24,Premium,J,VS1,60.9,58.0,11970,8.46,8.41,5.14
15645,1.21,Premium,F,SI1,61.6,59.0,7257,6.82,6.79,4.19
15646,2.1,Premium,J,SI2,59.1,58.0,12494,8.46,8.4,4.98
15647,2.25,Fair,H,I1,67.7,58.0,6653,8.01,7.97,5.41
15648,1.22,Ideal,I,VS2,62.5,57.0,5960,6.83,6.9,4.29
15649,0.34,Premium,F,VS1,60.4,58.0,956,4.53,4.51,2.73
15650,1.23,Ideal,F,VVS2,61.8,56.0,11141,6.89,6.84,4.24
15651,0.32,Very Good,H,SI2,63.2,55.0,504,4.36,4.34,2.75
15652,0.3,Ideal,E,VVS1,60.0,60.0,826,4.37,4.39,2.63
15653,1.03,Very Good,F,SI2,61.4,57.0,4503,6.53,6.6,4.03
15654,0.72,Ideal,I,VVS2,62.8,57.0,2594,5.69,5.74,3.59
15655,1.16,Ideal,G,SI2,61.5,54.0,5206,6.75,6.78,4.16
15656,0.33,Ideal,G,VS1,62.4,56.0,854,4.45,4.43,2.77
15657,0.71,Ideal,F,SI1,60.7,56.0,2770,5.77,5.8,3.51
15658,0.52,Ideal,G,VVS2,61.6,57.0,1897,5.16,5.2,3.19
15659,1.0,Premium,H,SI1,59.4,58.0,4788,6.51,6.46,3.85
15660,1.25,Ideal,H,SI2,62.7,56.0,5670,6.92,6.87,4.32
15661,0.3,Very Good,G,VS1,62.8,59.0,605,4.23,4.27,2.67
15662,0.58,Good,G,SI1,63.8,56.0,1388,5.3,5.33,3.39
15663,0.32,Fair,F,SI1,64.4,54.0,638,4.36,4.33,2.8
15664,2.05,Premium,E,SI2,59.7,59.0,17081,8.27,8.39,4.97
15665,0.64,Ideal,H,IF,60.5,57.0,2420,5.58,5.62,3.39
15666,0.31,Ideal,D,IF,61.1,56.0,1310,4.42,4.39,2.69
15667,0.74,Very Good,G,SI2,63.0,56.0,2277,5.75,5.77,3.63
15668,0.42,Very Good,E,SI2,58.8,60.0,653,4.86,4.9,2.87
15669,3.04,Premium,I,SI2,59.3,60.0,18559,9.51,9.46,5.62
15670,0.41,Ideal,D,VS2,62.2,54.0,1076,4.81,4.77,2.98
15671,1.01,Fair,F,SI2,65.3,59.0,4317,6.28,6.24,4.09
15672,0.77,Ideal,J,SI1,61.6,55.0,2147,5.87,5.93,3.63
15673,0.73,Ideal,F,VVS2,62.2,54.0,3193,5.8,5.75,3.59
15674,0.85,Ideal,E,SI1,63.0,56.0,4089,6.0,6.04,3.79
15675,0.4,Very Good,F,VVS1,61.9,59.0,1111,4.71,4.75,2.93
15676,1.01,Very Good,G,SI2,62.1,61.0,3966,6.27,6.38,3.93
15677,0.52,Very Good,E,SI2,62.6,58.0,1372,5.05,5.17,3.2
15678,0.36,Premium,G,SI1,61.8,59.0,689,4.57,4.55,2.82
15679,0.32,Ideal,E,SI1,61.0,56.0,559,4.41,4.45,2.7
15680,1.36,Premium,I,VS1,62.0,59.0,7592,7.1,7.06,4.39
15681,0.7,Fair,D,VVS2,58.5,62.0,3296,5.72,5.81,3.37
15682,0.97,Premium,F,SI1,59.9,59.0,4726,6.39,6.36,3.82
15683,0.31,Ideal,E,VS2,61.8,54.0,872,4.37,4.34,2.69
15684,0.32,Very Good,H,VS2,63.0,57.0,505,4.35,4.38,2.75
15685,0.26,Ideal,G,VS1,61.4,56.0,456,4.12,4.16,2.54
15686,0.7,Very Good,F,SI1,63.1,54.0,2278,5.64,5.67,3.57
15687,0.47,Premium,G,VS2,61.8,60.0,1102,4.98,4.95,3.07
15688,1.52,Good,H,SI1,63.6,57.0,9898,7.25,7.3,4.63
15689,0.3,Very Good,H,SI1,63.4,58.0,540,4.29,4.26,2.71
15690,0.71,Very Good,E,SI1,63.5,57.0,2685,5.63,5.68,3.59
15691,0.7,Premium,I,VS2,61.0,59.0,1814,5.71,5.66,3.47
15692,1.02,Very Good,H,SI1,63.5,55.0,4487,6.31,6.35,4.02
15693,0.38,Ideal,G,VS2,61.6,57.0,743,4.62,4.66,2.86
15694,0.23,Very Good,E,VS1,60.7,59.0,402,3.97,4.01,2.42
15695,0.9,Good,H,VS1,64.0,59.0,3734,6.01,6.05,3.86
15696,0.33,Ideal,E,VVS1,60.2,57.0,1052,4.5,4.47,2.7
15697,0.3,Very Good,G,VVS2,62.9,58.0,638,4.26,4.29,2.69
15698,0.26,Ideal,G,IF,62.5,57.0,605,4.06,4.1,2.55
15699,1.13,Very Good,E,SI2,63.4,59.0,5147,6.53,6.59,4.16
15700,0.32,Ideal,E,VS2,62.1,55.0,702,4.39,4.43,2.74
15701,0.9,Very Good,E,SI1,63.2,54.0,4382,6.1,6.17,3.88
15702,1.01,Premium,E,VVS2,61.8,59.0,9711,6.42,6.39,3.96
15703,1.01,Fair,D,SI1,64.6,60.0,4751,6.12,6.08,3.94
15704,1.12,Ideal,I,VVS2,61.6,54.0,6317,6.72,6.74,4.14
15705,0.96,Very Good,G,SI2,62.6,59.0,3723,6.18,6.29,3.9
15706,0.57,Ideal,G,VS1,61.2,55.0,1942,5.35,5.38,3.29
15707,0.31,Premium,E,SI1,62.7,58.0,605,4.35,4.32,2.72
15708,0.38,Premium,D,SI2,59.2,61.0,812,4.72,4.67,2.78
15709,0.8,Very Good,G,VS1,63.5,57.0,3381,5.87,5.91,3.74
15710,1.19,Ideal,F,VVS1,61.5,55.0,15005,6.82,6.84,4.2
15711,1.09,Ideal,G,VS1,62.1,55.1,7487,6.57,6.63,4.1
15712,1.11,Ideal,J,VS1,61.7,57.0,4854,6.67,6.72,4.13
15713,0.9,Good,G,SI2,63.7,62.0,3014,6.07,6.01,3.85
15714,0.4,Premium,D,SI1,60.8,59.0,990,4.8,4.77,2.91
15715,0.4,Ideal,F,VVS2,62.4,57.0,1088,4.69,4.73,2.94
15716,0.45,Fair,F,VS1,66.9,54.0,945,4.85,4.75,3.21
15717,2.53,Ideal,I,SI1,62.4,57.0,16709,8.68,8.59,5.39
15718,2.02,Ideal,G,SI2,61.7,57.0,17265,8.15,8.1,5.01
15719,0.56,Ideal,G,SI1,63.0,55.0,1287,5.26,5.22,3.3
15720,0.33,Ideal,F,VVS1,61.7,57.0,1021,4.47,4.44,2.75
15721,0.34,Ideal,G,VS2,62.1,57.0,596,4.46,4.5,2.78
15722,1.15,Ideal,I,VS1,61.3,56.0,5930,6.74,6.76,4.14
15723,0.91,Premium,H,SI1,62.2,60.0,3669,6.22,6.16,3.85
15724,0.7,Very Good,F,VS2,63.0,58.0,2507,5.59,5.62,3.53
15725,0.31,Ideal,E,IF,61.8,54.0,1214,4.36,4.38,2.7
15726,0.4,Ideal,F,VVS1,61.5,56.0,1206,4.77,4.73,2.92
15727,1.08,Ideal,D,SI2,60.2,57.0,5247,6.63,6.67,4.0
15728,0.38,Good,D,VS1,63.4,55.0,853,4.61,4.64,2.93
15729,0.71,Ideal,I,SI1,61.4,56.0,2376,5.73,5.77,3.53
15730,0.95,Good,E,VS2,57.7,58.0,5272,6.47,6.52,3.75
15731,0.26,Very Good,E,VS1,63.0,59.0,453,4.03,4.06,2.55
15732,1.02,Very Good,E,SI2,63.6,59.0,3947,6.23,6.28,3.98
15733,0.74,Ideal,I,SI1,62.0,53.0,2229,5.83,5.84,3.62
15734,0.51,Good,I,SI1,63.1,56.0,959,5.06,5.14,3.22
15735,1.01,Fair,D,SI1,65.0,57.0,5385,6.3,6.22,4.07
15736,0.42,Premium,H,VS1,61.7,59.0,847,4.76,4.83,2.96
15737,0.56,Ideal,H,VS1,61.8,55.0,1616,5.3,5.34,3.29
15738,1.08,Ideal,G,SI2,62.7,54.0,3825,6.63,6.57,4.14
15739,1.08,Ideal,G,IF,62.3,56.0,9831,6.55,6.59,4.09
15740,2.06,Ideal,G,SI2,62.3,56.0,18293,8.16,8.09,5.06
15741,0.63,Ideal,H,VS1,61.2,57.0,2040,5.5,5.55,3.37
15742,0.7,Premium,F,SI1,60.4,58.0,2196,5.76,5.82,3.5
15743,0.3,Ideal,E,VS2,61.7,55.0,844,4.32,4.3,2.66
15744,1.04,Premium,D,SI2,60.9,57.0,4123,6.54,6.49,3.97
15745,0.43,Ideal,E,VVS1,61.0,57.0,1827,4.85,4.88,2.97
15746,1.75,Premium,I,SI1,60.8,58.0,7644,7.83,7.79,4.75
15747,0.41,Ideal,E,VVS2,61.9,56.0,1187,4.75,4.78,2.95
15748,1.01,Ideal,E,VVS2,62.0,56.0,9483,6.43,6.35,4.01
15749,0.33,Ideal,F,IF,61.2,56.0,957,4.48,4.5,2.75
15750,1.52,Fair,H,I1,69.7,55.0,4648,6.92,6.89,4.81
15751,0.51,Very Good,E,VS2,61.4,56.0,1612,5.15,5.18,3.17
15752,1.01,Fair,D,SI1,66.3,55.0,4118,6.22,6.17,4.11
15753,1.01,Very Good,G,VS2,59.2,59.0,5999,6.52,6.59,3.88
15754,0.53,Very Good,D,VVS1,61.2,55.0,3307,5.21,5.26,3.21
15755,0.44,Ideal,D,VS1,61.6,56.0,1294,4.92,4.85,3.01
15756,1.01,Very Good,D,SI2,61.9,58.0,4727,6.43,6.49,4.0
15757,1.16,Ideal,F,VS2,61.4,56.0,9432,6.83,6.78,4.18
15758,0.32,Premium,E,VVS2,61.1,58.0,1080,4.45,4.42,2.71
15759,0.31,Ideal,F,VVS1,62.1,54.0,840,4.37,4.39,2.72
15760,1.06,Ideal,I,SI2,62.8,55.0,3146,6.51,6.46,4.07
15761,0.32,Very Good,H,VS2,63.0,57.0,505,4.33,4.37,2.74
15762,0.72,Ideal,F,SI2,61.7,55.0,2340,5.77,5.81,3.57
15763,1.22,Premium,H,SI1,62.4,58.0,6153,6.82,6.77,4.24
15764,0.38,Ideal,D,VS1,62.3,54.0,983,4.64,4.7,2.9
15765,0.3,Premium,F,VS2,60.4,58.0,776,4.33,4.31,2.61
15766,0.72,Very Good,I,VS1,60.7,56.0,2401,5.78,5.82,3.52
15767,1.51,Good,G,VS2,64.2,54.0,11640,7.18,7.27,4.64
15768,1.07,Ideal,E,VVS2,61.7,57.0,10288,6.61,6.55,4.06
15769,0.41,Ideal,G,VS2,62.4,54.0,1061,4.81,4.78,2.99
15770,0.3,Very Good,F,IF,62.1,57.0,886,4.26,4.3,2.66
15771,0.3,Good,H,SI1,63.7,56.0,540,4.22,4.2,2.68
15772,0.32,Ideal,F,VVS1,61.7,56.0,926,4.4,4.42,2.72
15773,1.01,Premium,G,VS2,63.0,58.0,5741,6.42,6.37,4.03
15774,0.49,Premium,G,VS2,59.8,59.0,1240,5.16,5.14,3.08
15775,0.7,Ideal,H,VS2,60.8,56.0,3656,5.74,5.77,3.5
15776,0.91,Premium,J,SI1,62.8,59.0,2905,6.19,6.14,3.87
15777,0.8,Ideal,D,SI1,62.7,57.0,3564,5.88,5.92,3.7
15778,0.32,Very Good,H,VVS2,60.2,60.0,645,4.45,4.48,2.69
15779,0.38,Ideal,J,VS2,62.1,54.0,532,4.65,4.69,2.9
15780,0.5,Ideal,J,VS1,62.5,57.0,1082,5.06,5.09,3.17
15781,0.82,Ideal,H,VS2,59.5,57.0,2870,6.12,6.09,3.63
15782,1.25,Very Good,H,VS2,62.1,56.0,7305,6.91,6.96,4.31
15783,0.9,Ideal,J,VS1,62.1,57.0,3418,6.16,6.18,3.83
15784,0.34,Ideal,E,VS1,61.2,55.0,790,4.51,4.54,2.77
15785,0.23,Very Good,G,VS2,62.8,53.0,369,3.91,3.93,2.46
15786,1.05,Very Good,I,SI2,62.3,59.0,3742,6.42,6.46,4.01
15787,0.28,Very Good,E,VS1,62.2,59.0,428,4.19,4.23,2.62
